is_covid,received,article_date,acceptance_delay,is_psych,is_mega,issn_linking,h_index,open_access,publication_delay,sjr_2024,sjr_2023,sjr_2022,sjr_2021,sjr_2020,sjr_2019,sjr_2018,sjr_2017,sjr_2016,sjr_2015,publication_types,title,journal,sjr,rank,discipline,asjc,npi_discipline,npi_field,npi_level_24,npi_level_23,npi_level_22,npi_level_21,npi_level_20,npi_level_19,npi_level_18,npi_level_17,npi_level_16,npi_level_15,is_series,established,country,keywords,apc,apc_amount
FALSE,2015-03-24,2015-05-15,42,FALSE,FALSE,00283908,199,FALSE,10,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review",The histamine H4-receptor and the central and peripheral nervous system: A critical analysis of the literature.,Neuropharmacology,1.589,2165,life_sciences,2804,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1970,England,"Antibody specificity, Histamine H(4) receptor, Microglia, Nervous system, Neuron, Publication bias",NA,NA
FALSE,2015-04-15,2015-05-16,27,FALSE,FALSE,10462023,176,FALSE,4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural",Informatic deconvolution of biased GPCR signaling mechanisms from in vivo pharmacological experimentation.,"Methods (San Diego, Calif.)",1.003,4809,life_sciences,1300,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,1990,United States,"Arrestin, G protein-coupled receptor, In vivo, Informatic, Signaling bias, Transcriptome",NA,NA
FALSE,2015-01-15,2015-05-18,99,FALSE,FALSE,00175749,364,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","A large randomised controlled intervention trial to prevent gastric cancer by eradication of Helicobacter pylori in Linqu County, China: baseline results and factors affecting the eradication.",Gut,8.874,103,health_sciences,2715,Health Sciences,Gastroenterology and Hepatology,2,2,2,2,2,2,2,2,2,2,FALSE,1960,England,"GASTRIC CANCER, HELICOBACTER PYLORI",NA,NA
FALSE,2015-01-28,2015-05-18,84,FALSE,FALSE,00175749,364,FALSE,26,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural, Research Support, U.S. Gov't, Non-P.H.S.","In oesophageal squamous cells, nitric oxide causes S-nitrosylation of Akt and blocks SOX2 (sex determining region Y-box 2) expression.",Gut,8.874,103,health_sciences,2715,Health Sciences,Gastroenterology and Hepatology,2,2,2,2,2,2,2,2,2,2,FALSE,1960,England,"BARRETT'S METAPLASIA, GASTROESOPHAGEAL REFLUX DISEASE, NITRIC OXIDE",NA,NA
FALSE,2015-01-23,2015-05-18,66,FALSE,FALSE,00175749,364,FALSE,49,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Higher plasma motilin levels in obese patients decrease after Roux-en-Y gastric bypass surgery and regulate hunger.,Gut,8.874,103,health_sciences,2715,Health Sciences,Gastroenterology and Hepatology,2,2,2,2,2,2,2,2,2,2,FALSE,1960,England,"APPETITE, GASTRODUODENAL MOTILITY, GASTROINTESTINAL HORMONES, OBESITY, OBESITY SURGERY",NA,NA
FALSE,2015-03-16,2015-05-18,44,FALSE,FALSE,00175749,364,FALSE,19,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Beyond endoscopic mucosal healing in UC: histological remission better predicts corticosteroid use and hospitalisation over 6 years of follow-up.,Gut,8.874,103,health_sciences,2715,Health Sciences,Gastroenterology and Hepatology,2,2,2,2,2,2,2,2,2,2,FALSE,1960,England,"HISTOPATHOLOGY, INFLAMMATORY BOWEL DISEASE, MUCOSAL REPAIR, ULCERATIVE COLITIS",NA,NA
FALSE,2015-01-16,2015-05-19,73,FALSE,FALSE,1355008X,107,FALSE,50,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Case Reports, Journal Article, Review",Differentiated thyroid carcinoma in lingual thyroid.,Endocrine,0.971,5065,life_sciences,1310,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,1994,United States,"Ectopic thyroid, Lingual thyroid, Lingual thyroid carcinoma",NA,NA
FALSE,2015-01-24,2015-03-12,41,FALSE,FALSE,08878994,111,FALSE,6,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,"Case Reports, Journal Article",Multiple Spinal Arachnoid Cysts in a Child.,Pediatric neurology,0.8250000000000001,6493,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1985,United States,NA,NA,NA
FALSE,2015-01-21,2015-05-16,57,FALSE,FALSE,03002896,61,FALSE,58,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q2,"Journal Article, Observational Study",Outbreak of multidrug-resistant tuberculosis in two secondary schools.,Archivos de bronconeumologia,0.466,12279,health_sciences,2740,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1964,Spain,"Brote, Colegio, Multidrug-resistant tuberculosi, Outbreak, Schools, Spoligotyping, Tuberculosis multirresistente",NA,NA
FALSE,2015-01-26,2015-05-15,49,FALSE,FALSE,00142999,210,FALSE,60,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,"Journal Article, Review","Fatty acids as modulators of neutrophil recruitment, function and survival.",European journal of pharmacology,1.197,3568,life_sciences,3004,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1967,Netherlands,"Acetic acid (PubChem CID 176), Butyric acid (PubChem CID 264), Cell function, Docosahexaenoic acid (PubChem CID 445580), Eicosapentaenoic acid (PubChem CID 446284), Inflammation, Linoleic acid (PubChem CID 864), Neutrophil, Oleic acid (PubChem CID 445639), Palmitic acid (PubChem CID 985), Propionic acid (PubChem CID 1032), Saturated fatty acid, Short chain fatty acids, Stearic acid (PubChem CID 5281), Unsaturared fatty acid",NA,NA
FALSE,2015-01-14,2015-05-15,61,FALSE,FALSE,00142999,210,FALSE,60,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,"Journal Article, Review",Functions of omega-3 fatty acids and FFA4 (GPR120) in macrophages.,European journal of pharmacology,1.197,3568,life_sciences,3004,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1967,Netherlands,"Anti-inflammation, FFA4, GPR120, Macrophage, Omega 3 polyunsaturated fatty acid",NA,NA
FALSE,2015-01-22,2015-05-15,53,FALSE,FALSE,00142999,210,FALSE,60,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,"Journal Article, Review",Hydroxyoctadecadienoic acids: Oxidised derivatives of linoleic acid and their role in inflammation associated with metabolic syndrome and cancer.,European journal of pharmacology,1.197,3568,life_sciences,3004,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1967,Netherlands,"Cancer, Hydroxyoctadecadienoic acids, Inflammation, Linoleic acid, Metabolic syndrome",NA,NA
FALSE,2015-01-09,2015-05-15,55,FALSE,FALSE,00142999,210,FALSE,71,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,"Journal Article, Review",Pro-resolving mediators produced from EPA and DHA: Overview of the pathways involved and their mechanisms in metabolic syndrome and related liver diseases.,European journal of pharmacology,1.197,3568,life_sciences,3004,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1967,Netherlands,"Adipose tissue, Inflammation, Liver, Omega-3-PUFA, Resolvins",NA,NA
FALSE,2015-01-15,2015-05-15,49,FALSE,FALSE,00142999,210,FALSE,71,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,"Journal Article, Review",Modulation of inflammation and immunity by dietary conjugated linoleic acid.,European journal of pharmacology,1.197,3568,life_sciences,3004,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1967,Netherlands,"Asthma, Conjugated linoleic acid, Diabetes, Inflammation, Inflammatory Bowel Disease, Obesity",NA,NA
FALSE,2015-03-26,2015-04-23,18,FALSE,FALSE,00109452,147,FALSE,10,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article",Dissociated word production and comprehension in semantic dementia.,Cortex; a journal devoted to the study of the nervous system and behavior,1.323,2998,life_sciences,2805,Health Sciences,Neurology,2,2,2,2,2,2,2,2,2,2,FALSE,1964,Italy,"Concept representation, Event scripts, Semantic dementia, Semantic memory",NA,NA
FALSE,2015-02-16,2015-05-19,71,FALSE,FALSE,14363291,106,FALSE,21,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Five biopsy specimens from the proximal part of the tumor reliably determine HER2 protein expression status in gastric cancer.,Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,2.489,965,life_sciences,1306,Health Sciences,Oncology,1,1,1,1,1,1,1,1,1,1,FALSE,1998,Japan,"Gastric cancer, HER2 expression, Virtual biopsy",NA,NA
FALSE,2015-01-30,2015-05-20,67,FALSE,FALSE,09441344,212,FALSE,43,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,"Journal Article, Review",Polybrominated diphenyl ethers in articles: a review of its applications and legislation.,Environmental science and pollution research international,1.004,4796,physical_sciences,2307,Natural Sciences and Engineering,Geosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Germany,"Household products, Management, PBDEs, POPs in articles, Transportation, e-products",NA,NA
FALSE,2015-01-29,2015-04-30,85,FALSE,FALSE,18781861,133,FALSE,6,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",Heated jackets and dryland-based activation exercises used as additional warm-ups during transition enhance sprint swimming performance.,Journal of science and medicine in sport,1.319,3013,health_sciences,3612,Health Sciences,Sport Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,1998,Australia,"Core temperature, Passive heating, Swim performance",NA,NA
FALSE,2015-02-26,2015-05-19,61,FALSE,FALSE,09411291,77,FALSE,21,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,Q2,"Journal Article, Review",Reconstruction after proximal gastrectomy for gastric cancer in the upper third of the stomach: a review of the literature published from 2000 to 2014.,Surgery today,0.656,8758,health_sciences,2746,Health Sciences,Surgical Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,1992,Japan,"Gastric cancer, Proximal gastrectomy, Quality of life, Reconstruction, Reflux esophagitis",NA,NA
FALSE,2015-04-28,2015-05-16,8,FALSE,FALSE,15534650,97,FALSE,10,Q2,Q1,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Journal Article,Postcoital Bleeding From a Vaginal Lesion.,Journal of minimally invasive gynecology,0.8290000000000001,6444,health_sciences,2729,Health Sciences,Gynecology and Obstetrics,1,1,1,1,1,1,1,1,1,1,FALSE,NA,United States,NA,NA,NA
FALSE,2015-02-26,2015-05-19,68,FALSE,FALSE,08857490,83,FALSE,14,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Neuropsychological manifestations in children with Sydenham's chorea after adjunct intravenous immunoglobulin and standard treatment.,Metabolic brain disease,0.9410000000000001,5345,life_sciences,2804,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1986,United States,"Intravenous immunoglobulins, Neuropsychiatric, Neuropsychological, Sydenham’s chorea, Treatment",NA,NA
FALSE,2015-03-26,2015-05-18,29,FALSE,FALSE,17598478,90,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article",Flow diversion of large internal carotid artery aneurysms with the surpass device: impressions and technical nuance from the initial North American experience.,Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Aneurysm, Catheter, Device, Flow Diverter, Stent",NA,NA
FALSE,2015-03-18,2015-05-18,37,FALSE,FALSE,17598478,90,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Multicenter Study",SILK flow diverter for complex intracranial aneurysms: a Canadian registry.,Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Aneurysm, Device, Flow Diverter",NA,NA
FALSE,2015-02-15,2015-05-18,67,FALSE,FALSE,17598478,90,FALSE,25,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review",Kissing-Y stenting for endovascular treatment of complex wide necked bifurcation aneurysms using Acandis Acclino stents: results and literature review.,Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Aneurysm, Device, Intervention, Stent, Technique",NA,NA
FALSE,2015-04-16,2015-05-18,2,FALSE,FALSE,17598478,90,FALSE,30,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review",Accountable Care Organizations: what they mean for the country and for neurointerventionalists.,Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Economics, Political",NA,NA
FALSE,2015-03-31,2015-05-18,13,FALSE,FALSE,14720205,100,FALSE,35,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review",Coagulation assessment with the new generation of oral anticoagulants.,Emergency medicine journal : EMJ,0.7889999999999999,6902,health_sciences,2706,Health Sciences,"Anaesthesia, Emergency and Intensive Care",1,1,1,1,1,1,1,1,1,1,FALSE,NA,England,"assessment, education",NA,NA
FALSE,2015-03-10,2015-05-17,59,FALSE,FALSE,14622203,132,FALSE,9,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",The Effect of Polymorphisms in DNA Repair Genes and Carcinogen Metabolizers on Leukocyte Telomere Length: A Cohort of Healthy Spanish Smokers.,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1.517,2340,health_sciences,2739,Health Sciences,"Public, Environmental and Occupational Health",1,1,1,1,1,1,1,1,1,1,FALSE,1999,England,NA,NA,NA
FALSE,2015-04-10,2015-06-16,34,FALSE,FALSE,00099163,121,FALSE,33,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Journal Article,"Exploration of the cognitive, adaptive and behavioral functioning of patients affected with Bardet-Biedl syndrome.",Clinical genetics,1.093,4171,health_sciences,2716,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,1970,Denmark,"BBS, adaptive functioning, autism, behavior, cognition, intelligence",NA,NA
FALSE,2015-03-08,2015-06-06,65,FALSE,FALSE,13866346,92,FALSE,25,Q1,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Journal Article,Diameter of main tumor feeding artery of a hepatocellular carcinoma: Measurement at the entry site into the nodule.,Hepatology research : the official journal of the Japan Society of Hepatology,1.1320000000000001,3941,health_sciences,2725,Health Sciences,Gastroenterology and Hepatology,1,1,1,1,1,1,1,1,1,1,FALSE,1997,Netherlands,"hepatocellular carcinoma, transarterial chemoembolization, tumor feeding artery",NA,NA
FALSE,2015-01-13,2015-05-19,70,FALSE,FALSE,07403194,257,FALSE,56,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Three-parameter shear wave inversion in MR elastography of incompressible transverse isotropic media: Application to in vivo lower leg muscles.,Magnetic resonance in medicine,1.161,3767,health_sciences,2741,Health Sciences,"Radiology, Nuclear Medicine and Medical Imaging",2,2,2,2,2,1,1,1,1,1,FALSE,1984,United States,"MRE, Young's modulus, anisotropic shear modulus, gastrocnemius, magnetic resonance elastography, soleus, tibialis, transverse isotropy",NA,NA
FALSE,2015-01-26,2015-05-19,63,FALSE,FALSE,09667903,47,TRUE,50,Q1,Q2,Q2,Q2,Q2,Q2,Q3,Q2,Q3,Q2,"Journal Article, Validation Study",Relationship between Quantified Instrumental Swallowing Examination and Comprehensive Clinical Swallowing Examination.,Occupational therapy international,0.651,8835,health_sciences,3609,Health Sciences,"Rehabilitation, Physiotherapy, Ergotherapy and Orthopedic Engineering",1,1,1,1,1,1,1,1,1,1,FALSE,1993,United States,"deglutition, dysphagia, screening, stroke, swallowing",Yes,1550 USD
FALSE,2015-02-04,2015-05-19,51,FALSE,FALSE,15307085,78,FALSE,53,Q1,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Meta-Analysis, Review",Hyperbaric Oxygen Therapy: A New Treatment for Chronic Pain?,Pain practice : the official journal of World Institute of Pain,0.775,7079,health_sciences,2703,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,2001,United States,"analgesia, animal models, cluster headache, complex regional pain syndromes, fibromyalgia, hyperbaric oxygen therapy, inflammation, neuropathic pain, nociception, review, trigeminal neuralgia",NA,NA
FALSE,2015-01-23,2015-05-16,108,FALSE,FALSE,02785846,157,FALSE,5,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Comparative Study, Journal Article, Research Support, Non-U.S. Gov't",Repeated forced swim stress differentially affects formalin-evoked nociceptive behaviour and the endocannabinoid system in stress normo-responsive and stress hyper-responsive rat strains.,Progress in neuro-psychopharmacology & biological psychiatry,1.768,1785,life_sciences,2803,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1982,England,"Endocannabinoid, Pain, Sprague–Dawley, Stress-induced hyperalgesia, Wistar Kyoto",NA,NA
FALSE,2015-03-26,2015-05-17,45,NA,FALSE,00063002,NA,FALSE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal Article, Research Support, Non-U.S. Gov't, Review",Role of crystallins in diabetic complications.,Biochimica et biophysica acta,NA,NA,NA,NA,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,1947,Netherlands,"Apoptosis, Chaperone-like activity, Crystallin, Glycation, Hyperglycemia, Phosphorylation",NA,NA
FALSE,2015-03-12,2015-05-18,48,FALSE,FALSE,02777037,144,FALSE,19,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review, Research Support, Non-U.S. Gov't",Recent developments in atmospheric pressure photoionization-mass spectrometry.,Mass spectrometry reviews,1.294,3117,physical_sciences,1607,Natural Sciences and Engineering,Chemistry and Materials Technology,1,1,1,1,1,1,1,1,1,1,FALSE,1982,United States,"ambient mass spectrometry, atmospheric pressure photoionization, dopant, gas chromatography-mass spectrometry, liquid chromatography-mass spectrometry",NA,NA
FALSE,2015-02-01,2015-05-22,85,FALSE,FALSE,1526498X,165,FALSE,25,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Response to low-dose herbicide selection in self-pollinated Avena fatua.,Pest management science,0.901,5689,life_sciences,1109,Natural Sciences and Engineering,Biosciences,1,1,1,1,1,1,1,1,1,1,FALSE,2000,England,"cross-pollination, experimental evolution, herbicide resistance, low dose, reproductive system, self-pollination",NA,NA
FALSE,2015-02-23,2015-05-19,45,FALSE,FALSE,01407775,101,FALSE,40,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Detection of acute hepatopancreatic necrosis disease strain of Vibrio parahaemolyticus using loop-mediated isothermal amplification.,Journal of fish diseases,0.614,9445,health_sciences,3401,Health Sciences,Veterinary Medicine,1,1,2,2,2,2,2,2,2,2,FALSE,1978,England,"Vibrio parahaemolyticus, acute hepatopancreatic necrosis disease, loop-mediated isothermal amplification, shrimp",NA,NA
FALSE,2015-02-16,2015-07-28,85,FALSE,FALSE,13541013,332,FALSE,77,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't, Review",Bridging the gap between omics and earth system science to better understand how environmental change impacts marine microbes.,Global change biology,4.6,329,physical_sciences,2300,Natural Sciences and Engineering,Biosciences,2,2,2,2,2,2,2,2,2,2,FALSE,1995,England,"evolution, genomics, microbes, modelling, ocean",NA,NA
FALSE,2015-02-02,2015-08-24,101,FALSE,FALSE,08854513,85,FALSE,102,Q2,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Journal Article,Assessing the stereoselectivity of carbonyl reductases toward the reduction of OPBE and docking analysis.,Biotechnology and applied biochemistry,0.738,7562,physical_sciences,1508,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,1986,United States,"Prelog's rule, asymmetric reduction, carbonyl reductase, chiral alcohol, docking analysis",NA,NA
FALSE,2015-02-04,2015-05-18,77,FALSE,FALSE,01407783,70,FALSE,26,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't","Pharmacokinetics of enrofloxacin and ceftiofur in plasma, interstitial fluid, and gastrointestinal tract of calves after subcutaneous injection, and bactericidal impacts on representative enteric bacteria.",Journal of veterinary pharmacology and therapeutics,0.386,14151,health_sciences,3400,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1978,England,NA,NA,NA
FALSE,2015-02-08,2015-06-01,94,FALSE,FALSE,19328451,143,FALSE,19,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Differences in CART expression and cell cycle behavior discriminate sympathetic neuroblast from chromaffin cell lineages in mouse sympathoadrenal cells.,Developmental neurobiology,1.4369999999999998,2577,life_sciences,2804,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1969,United States,"adrenal chromaffin cells, cell cycle dynamic, cocaine and amphetamine-regulated transcript peptide, phenotypic lineage marker, sympathoadrenal cells",NA,NA
FALSE,2015-03-27,2015-07-24,49,FALSE,FALSE,16729072,119,FALSE,70,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",A pair of light signaling factors FHY3 and FAR1 regulates plant immunity by modulating chlorophyll biosynthesis.,Journal of integrative plant biology,3.4549999999999996,553,life_sciences,1110,Natural Sciences and Engineering,Biosciences,1,1,1,1,1,1,1,NA,NA,NA,FALSE,2005,China (Republic : 1949- ),"Arabidopsis, FAR1, FHY3, chlorophyll biosynthesis, light signaling, plant immunity, salicylic acid",NA,NA
FALSE,2015-02-08,2015-05-19,74,FALSE,FALSE,01407783,70,FALSE,26,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Pharmacokinetics and bioequivalence testing of five commercial formulations of omeprazole in the horse.,Journal of veterinary pharmacology and therapeutics,0.386,14151,health_sciences,3400,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1978,England,NA,NA,NA
FALSE,2015-02-12,2015-05-20,56,FALSE,FALSE,10713581,93,FALSE,41,Q2,Q1,Q2,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Journal Article,Apparent left ventricular cavity dilatation during PET/CT in hypertrophic cardiomyopathy: Clinical predictors and potential mechanisms.,Journal of nuclear cardiology : official publication of the American Society of Nuclear Cardiology,0.585,9925,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1994,United States,"HCM, PET, TID, apparent LV cavity dilatation, myocardial ischemia",NA,NA
FALSE,2015-02-06,2015-05-20,91,FALSE,FALSE,09108327,55,FALSE,12,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Comparative Study, Journal Article",Utility of T-wave alternans during night time as a predictor for ventricular fibrillation in patients with Brugada syndrome.,Heart and vessels,0.494,11713,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1985,Japan,"Brugada syndrome, Heart rate variability, Holter electrocardiogram, T-wave alternans",NA,NA
FALSE,2015-01-12,2015-05-14,84,FALSE,FALSE,15982998,64,TRUE,38,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",The Prognostic Significance of FGFR4 Gly388 Polymorphism in Esophageal Squamous Cell Carcinoma after Concurrent Chemoradiotherapy.,Cancer research and treatment,1.434,2584,life_sciences,1306,Health Sciences,General Medicine,1,1,1,1,1,1,1,1,1,NA,FALSE,2001,Korea (South),"Biological markers, Chemoradiotherapy, Esophageal neoplasms, Fibroblast growth factor receptor 4",NA,NA
FALSE,2015-01-14,2015-05-14,89,FALSE,FALSE,15982998,64,TRUE,31,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Age-Period-Cohort Analysis of Female Breast Cancer Mortality in Korea.,Cancer research and treatment,1.434,2584,life_sciences,1306,Health Sciences,General Medicine,1,1,1,1,1,1,1,1,1,NA,FALSE,2001,Korea (South),"Breast neoplasms, Cohort effect, Death, Linear models",NA,NA
FALSE,2015-02-11,2015-05-20,59,FALSE,FALSE,18632653,119,FALSE,39,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Pedunculopontine cell loss and protein aggregation direct microglia activation in parkinsonian rats.,Brain structure & function,1.2449999999999999,3332,health_sciences,2722,Health Sciences,Biomedicine,1,1,1,1,2,2,2,2,2,2,FALSE,2007,Germany,"Lactacystin, Microglia, Neuronophagia, Parkinson’s disease, Pedunculopontine tegmental nucleus, α-Synuclein",NA,NA
FALSE,2015-01-07,2015-05-20,128,FALSE,FALSE,18632653,119,FALSE,5,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Actin dynamics shape microglia effector functions.,Brain structure & function,1.2449999999999999,3332,health_sciences,2722,Health Sciences,Biomedicine,1,1,1,1,2,2,2,2,2,2,FALSE,2007,Germany,"Actin cytoskeleton, Gelsolin, Inflammation, Microglia polarization",NA,NA
FALSE,2015-01-22,2015-05-20,102,FALSE,FALSE,09441344,212,FALSE,16,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,Journal Article,Risk analysis on heavy metal contamination in sediments of rivers flowing into Nansi Lake.,Environmental science and pollution research international,1.004,4796,physical_sciences,2307,Natural Sciences and Engineering,Geosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Germany,"Ecological risk, Geo-accumulation index, Heavy metals, Nansi Lake, River sediments",NA,NA
FALSE,2015-02-09,2015-05-16,78,FALSE,FALSE,0093934X,146,FALSE,18,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Deficits in learning and memory in mice with a mutation of the candidate dyslexia susceptibility gene Dyx1c1.,Brain and language,0.93,5441,health_sciences,3616,Health Sciences,Psychology,2,2,2,2,2,2,2,2,2,2,FALSE,1974,Netherlands,"Animal models, Dyslexia, Dyx1c1, Genetics, Language impairments, Learning, Rapid auditory processing, Working memory",NA,NA
