"journal_title","title"
"Clinical Teacher",192
"Clinical Spine Surgery",148
"Clinical Social Work Journal",1
"Clinical Science",466
"Clinical Sarcoma Research",72
"Clinical Rheumatology",2801
"Clinical Respiratory Journal",795
"Clinical Research in Cardiology",917
"Clinical Rehabilitation",1
"Clinical Radiology",1619
"Clinical Psychology in Europe",69
"Clinical Psychology and Psychotherapy",625
"Clinical Psychology Review",493
"Clinical Psychological Science",19
"Clinical Proteomics",269
"Clinical Practice and Epidemiology in Mental Health",149
"Clinical Practice and Cases in Emergency Medicine",116
"Clinical Physiology and Functional Imaging",387
"Clinical Pharmacology: Advances and Applications",60
"Clinical Pharmacology in Drug Development",683
"Clinical Pharmacology and Therapeutics",1751
"Clinical Pediatric Endocrinology",156
"Clinical Pathology",52
"Clinical Parkinsonism and Related Disorders",145
"Clinical Otolaryngology",562
"Clinical Orthopaedics and Related Research",663
"Clinical Oral Investigations",2951
"Clinical Oral Implants Research",515
"Clinical Optometry",101
"Clinical Ophthalmology",1519
"Clinical Oncology",700
"Clinical Nutrition Open Science",10
"Clinical Nutrition ESPEN",1140
"Clinical Nutrition",2188
"Clinical Neuroradiology",539
"Clinical Neurophysiology Practice",165
"Clinical Neurophysiology",1690
"Clinical Neurology and Neurosurgery",2649
"Clinical Microbiology and Infection",1993
"Clinical Medicine and Research",99
"Clinical Medicine Insights: Oncology",164
"Clinical Medicine Insights: Endocrinology and Diabetes",73
"Clinical Medicine Insights: Circulatory, Respiratory and Pulmonary Medicine",57
"Clinical Medicine Insights: Case Reports",17
"Clinical Medicine Insights: Cardiology",126
"Clinical Medicine Insights: Arthritis and Musculoskeletal Disorders",90
"Clinical Lymphoma, Myeloma and Leukemia",1214
"Clinical Lung Cancer",951
"Clinical Liver Disease",598
"Clinical Journal of Sport Medicine",127
"Clinical Journal of Pain",85
"Clinical Journal of Gastroenterology",1078
"Clinical Interventions in Aging",677
"Clinical Infectious Diseases",692
"Clinical Infection in Practice",18
"Clinical Implant Dentistry and Related Research",627
"Clinical Immunology",1024
"Clinical Imaging",1695
"Clinical Hypertension",159
"Clinical Genitourinary Cancer",1177
"Clinical Genetics",961
"Clinical Gastroenterology and Hepatology",2425
"Clinical Epigenetics",1159
"Clinical Epidemiology and Global Health",145
"Clinical Epidemiology",427
"Clinical Endoscopy",701
"Clinical Endocrinology",1340
"Clinical EEG and Neuroscience",10
"Clinical Colorectal Cancer",531
"Clinical Chemistry and Laboratory Medicine",486
"Clinical Chemistry",577
"Clinical Cardiology",1113
"Clinical Cancer Research",3926
"Clinical Breast Cancer",1041
"Clinical Biomechanics",1410
"Clinical Biochemistry",1117
"Clinical Autonomic Research",283
"Clinical Anatomy",806
"Clinica e Investigacion en Ginecologia y Obstetricia",7
"Clinica e Investigacion en Arteriosclerosis",204
"Clinica Chimica Acta",2535
"Climatic Change",97
"Climate and Development",1
"Climate Risk Management",3
"Climate Dynamics",43
"Clean Technologies and Environmental Policy",41
"Cladistics",26
"City and Environment Interactions",1
"Cities and Health",1
"Cirugia Espanola",132
"Circulation: Heart Failure",6
"Circulation: Cardiovascular Quality and Outcomes",75
"Circulation: Cardiovascular Interventions",2
"Circulation: Cardiovascular Imaging",1
"Circulation: Arrhythmia and Electrophysiology",7
"Circulation. Genomic and precision medicine",4
"Circulation Research",191
"Circulation",539
"Circuits, Systems, and Signal Processing",5
"Cilia",35
"Ciencia e Saude Coletiva",1454
"Chronic Stress",86
"Chronic Illness",14
"Chronic Diseases and Translational Medicine",35
"Chromosome Research",172
"Chromosoma",200
"Chromatographia",35
"Chirurg",3
"Chiropractic and Manual Therapies",348
"Chirality",691
"Chinese Neurosurgical Journal",168
"Chinese Medicine",583
"Chinese Journal of Traumatology - English Edition",397
"Chinese Journal of Integrative Medicine",5
"Chinese Journal of Chemical Engineering",2
"Chinese Journal of Academic Radiology",19
"Chinese Herbal Medicines",176
"Chinese Geographical Science",9
"Chinese Clinical Oncology",181
"Chinese Chemical Letters",4
"China Economic Review",18
"Children and Society",17
"Children and Schools",2
"Children",3393
"Child: Care, Health and Development",653
"Child's Nervous System",2103
"Child and Youth Care Forum",10
"Child and Family Social Work",13
"Child and Adolescent Psychiatry and Mental Health",410
"Child and Adolescent Mental Health",17
"Child Psychiatry and Human Development",75
"Child Health Nursing Research",160
"Child Development",59
"Chest",2055
"Chemotherapy",211
"Chemosensory Perception",8
"Chemosensors",2
"Chemoecology",11
"ChemistrySelect",29
"ChemistryOpen",3
"Chemistry of Heterocyclic Compounds",28
"Chemistry and Physics of Lipids",572
"Chemistry and Biodiversity",1583
"Chemistry - An Asian Journal",14
"Chemistry - A European Journal",74
"Chemie-Ingenieur-Technik",3
"Chemical Science",4799
"Chemical Research in Chinese Universities",10
"Chemical Record",448
"Chemical Product and Process Modeling",1
"Chemical Papers",65
"Chemical Engineering and Technology",20
"Chemical Engineering Research and Design",1
"Chemical Engineering Journal",63
"Chemical Biology and Drug Design",985
"ChemTexts",8
"ChemSusChem",38
"ChemPlusChem",3
"ChemPhysChem",18
"ChemNanoMat",1
"ChemMedChem",1
"ChemBioChem",8
"Chem Catalysis",1
"Cerebrovascular Diseases Extra",106
"Cerebrovascular Diseases",591
"Cerebral Cortex",404
"Cerebral Circulation - Cognition and Behavior",56
"Cerebellum and Ataxias",65
"Cereal Research Communications",2
"Cereal Chemistry",1
"Cephalalgia",20
"Central-European Journal of Immunology",323
"Central Nervous System Agents in Medicinal Chemistry",12
"Central European Journal of Urology",420
"Central European Journal of Public Health",2
"Central European Journal of Operations Research",1
"Centaurus",2
"Cellular oncology (Dordrecht)",59
"Cellular and Molecular Neurobiology",959
"Cellular and Molecular Life Sciences",2343
"Cellular and Molecular Immunology",598
"Cellular and Molecular Gastroenterology and Hepatology",679
"Cellular and Molecular Biology Letters",329
"Cellular and Molecular Biology",764
"Cellular and Molecular Bioengineering",217
"Cellular Signalling",1540
"Cellular Physiology and Biochemistry",2217
"Cellular Microbiology",625
"Cellular Immunology",710
"Cells and Development",77
"Cells Tissues Organs",236
"Cells",11731
"Cell and Tissue Research",1277
"Cell and Tissue Biology",3
"Cell and Tissue Banking",490
"Cell and Bioscience",792
"Cell Systems",520
"Cell Surface",71
"Cell Stress and Chaperones",571
"Cell Stress",14
"Cell Research",438
"Cell Reports Physical Science",15
"Cell Reports Methods",148
"Cell Reports Medicine",340
"Cell Regeneration",100
"Cell Proliferation",923
"Cell Metabolism",713
"Cell Journal",492
"Cell Host and Microbe",576
"Cell Genomics",11
"Cell Division",61
"Cell Discovery",460
"Cell Death and Differentiation",1288
"Cell Death Discovery",1302
"Cell Communication and Signaling",825
"Cell Chemical Biology",876
"Cell Calcium",578
"Cell Biology and Toxicology",404
"Cell Biology International",1233
"Cell Biochemistry and Function",492
"Cell Biochemistry and Biophysics",278
"Cell",1768
"Celestial Mechanics and Dynamical Astronomy",3
"Catheterization and Cardiovascular Interventions",2126
"Catalysis in Industry",1
"Catalysis Science and Technology",22
"Catalysis Letters",15
"Case Studies on Transport Policy",27
"Case Reports in Women's Health",6
"Case Reports in Pulmonology",24
"Case Reports in Psychiatry",44
"Case Reports in Ophthalmology",1
"Case Reports in Oncology",1
"Case Reports in Obstetrics and Gynecology",94
"Case Reports in Neurology",1
"Case Reports in Nephrology",31
"Case Reports in Immunology",11
"Case Reports in Gastroenterology",17
"Case Reports in Endocrinology",44
"Case Reports in Dermatology",4
"Case Reports in Dermatological Medicine",28
"Case Reports in Critical Care",45
"Case Reports in Anesthesiology",24
"Cartography and Geographic Information Science",2
"Caries Research",359
"Career Development Quarterly",5
"Cardiovascular and Hematological Disorders - Drug Targets",14
"Cardiovascular and Hematological Agents in Medicinal Chemistry",21
"Cardiovascular Ultrasound",245
"Cardiovascular Toxicology",170
"Cardiovascular Therapeutics",251
"Cardiovascular Research",222
"Cardiovascular Pathology",344
"Cardiovascular Intervention and Therapeutics",463
"Cardiovascular Engineering and Technology",379
"Cardiovascular Endocrinology and Metabolism",94
"Cardiovascular Diabetology",1305
"Cardiology and Therapy",49
"Cardiology Research and Practice",443
"Cardiology Research",199
"Cardiology",443
"CardioRenal Medicine",209
"Cardio-Oncology",124
"Cardiac Failure Review",89
"Carcinogenesis",102
"Carbon Balance and Management",167
"Carbohydrate Research",1175
"Carbohydrate Polymers",8544
"Cancers",18106
"Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique",634
"Cancer cytopathology",537
"Cancer and Metastasis Reviews",112
"Cancer Treatment and Research Communications",509
"Cancer Science",2292
"Cancer Research and Treatment",827
"Cancer Research",3156
"Cancer Reports",471
"Cancer Prevention Research",535
"Cancer Nanotechnology",31
"Cancer Microenvironment",51
"Cancer Medicine",4323
"Cancer Management and Research",2967
"Cancer Letters",2974
"Cancer Informatics",159
"Cancer Immunology, Immunotherapy",1447
"Cancer Immunology Research",725
"Cancer Imaging",425
"Cancer Genomics and Proteomics",7
"Cancer Gene Therapy",598
"Cancer Epidemiology Biomarkers and Prevention",1338
"Cancer Epidemiology",1037
"Cancer Drug Resistance",222
"Cancer Discovery",628
"Cancer Communications",291
"Cancer Chemotherapy and Pharmacology",1438
"Cancer Cell International",2377
"Cancer Cell",404
"Cancer Causes and Control",915
"Cancer Biology and Medicine",15
"Cancer",2892
"Canadian Review of Sociology",1
"Canadian Respiratory Journal",439
"Canadian Pharmacists Journal",40
"Canadian Liver Journal",58
"Canadian Journal of Statistics",6
"Canadian Journal of Public Health",781
"Canadian Journal of Pain",2
"Canadian Journal of Ophthalmology",742
"Canadian Journal of Kidney Health and Disease",443
"Canadian Journal of Infectious Diseases and Medical Microbiology",481
"Canadian Journal of Gastroenterology and Hepatology",572
"Canadian Journal of Emergency Medicine",228
"Canadian Journal of Diabetes",654
"Canadian Journal of Development Studies",1
"Canadian Journal of Dental Hygiene",27
"Canadian Journal of Chemical Engineering",3
"Canadian Journal of Cardiology",1416
"Canadian Journal of Anaesthesia",764
"Canadian Association of Radiologists Journal",168
"Calculus of Variations and Partial Differential Equations",21
"Calcolo",4
"Calcified Tissue International",871
"Cadernos de Saude Publica",1629
"Ca-A Cancer Journal for Clinicians",105
"CVIR Endovascular",296
"CRISPR Journal",1
"CPT: Pharmacometrics and Systems Pharmacology",621
"CNS and Neurological Disorders - Drug Targets",107
"CNS Neuroscience and Therapeutics",841
"CMAJ",1
"CKJ: Clinical Kidney Journal",658
"CJC Open",373
"CEAS Space Journal",4
"CEAS Aeronautical Journal",11
"CCF Transactions on High Performance Computing",2
"Business Strategy and the Environment",8
"Burns and Trauma",170
"Burns Open",3
"Burns",1542
"Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz",312
"Bulletin of the World Health Organization",643
"Bulletin of the Malaysian Mathematical Sciences Society",6
"Bulletin of the London Mathematical Society",2
"Bulletin of the Korean Chemical Society",4
"Bulletin of the Iranian Mathematical Society",1
"Bulletin of the Brazilian Mathematical Society",1
"Bulletin of Volcanology",25
"Bulletin of Mathematical Sciences",1
"Bulletin of Mathematical Biology",912
"Bulletin of Environmental Contamination and Toxicology",1839
"Bulletin of Earthquake Engineering",7
"Bulletin de la Societe de Pathologie Exotique",87
"Buildings",2
"Building Simulation",46
"Building Services Engineering Research and Technology",1
"Brittonia",1
"British and Irish Orthoptic Journal",32
"British Medical Bulletin",19
"British Journal of Surgery",902
"British Journal of Sports Medicine",73
"British Journal of Sociology",181
"British Journal of Social Psychology",101
"British Journal of Psychotherapy",3
"British Journal of Psychology",68
"British Journal of Psychiatry",163
"British Journal of Pharmacology",2108
"British Journal of Oral and Maxillofacial Surgery",1436
"British Journal of Ophthalmology",2143
"British Journal of Occupational Therapy",8
"British Journal of Mathematical and Statistical Psychology",17
"British Journal of Learning Disabilities",9
"British Journal of Industrial Relations",1
"British Journal of Health Psychology",56
"British Journal of Haematology",1855
"British Journal of General Practice",760
"British Journal of Educational Technology",18
"British Journal of Educational Psychology",79
"British Journal of Developmental Psychology",34
"British Journal of Dermatology",153
"British Journal of Clinical Psychology",44
"British Journal of Clinical Pharmacology",2268
"British Journal of Cancer",2582
"British Journal of Biomedical Science",26
"British Journal of Anaesthesia",1025
"British Food Journal",11
"British Educational Research Journal",4
"British Dental Journal",496
"Briefings in Functional Genomics",26
"Briefings in Bioinformatics",61
"Breeding Science",458
"Breathe",27
"Breast Journal",938
"Breast Care",200
"Breast Cancer: Targets and Therapy",123
"Breast Cancer: Basic and Clinical Research",134
"Breast Cancer Research and Treatment",2254
"Breast Cancer Research",818
"Breast Cancer",684
"Breast",1015
"Brazilian Journal of Physical Therapy",424
"Brazilian Journal of Otorhinolaryngology",780
"Brazilian Journal of Microbiology",1241
"Brazilian Journal of Medical and Biological Research",979
"Brazilian Journal of Infectious Diseases",516
"Brazilian Journal of Biology",1327
"Brazilian Journal of Anesthesiology (English Edition)",596
"Brain, Behavior, and Immunity - Health",329
"Brain, Behavior, and Immunity",1779
"Brain, Behavior and Evolution",176
"Brain and Neuroscience Advances",77
"Brain and Language",495
"Brain and Development",694
"Brain and Cognition",565
"Brain Tumor Pathology",155
"Brain Topography",436
"Brain Structure and Function",1350
"Brain Stimulation",828
"Brain Sciences",4706
"Brain Research Bulletin",1598
"Brain Research",2708
"Brain Pathology",353
"Brain Informatics",143
"Brain Imaging and Behavior",59
"Brain Hemorrhages",5
"Brain Communications",743
"Brain",370
"Brachytherapy",839
"Boundary-Layer Meteorology",30
"Boundary Value Problems",4
"Botanical Studies",235
"Bosnian Journal of Basic Medical Sciences",440
"Boreas",1
"Borderline Personality Disorder and Emotion Dysregulation",160
"Bone and Joint Research",2
"Bone and Joint Journal",1
"Bone Research",261
"Bone Reports",378
"Bone Marrow Transplantation",1334
"Bolletino dell Unione Matematica Italiana",5
"Boletin Medico del Hospital Infantil de Mexico",82
"Body Image",725
"Blood advances",520
"Blood Transfusion",353
"Blood Science",66
"Blood Reviews",400
"Blood Research",247
"Blood Purification",535
"Blood Cells, Molecules, and Diseases",362
"Blood Cancer Journal",493
"Blood",2012
"Birth",361
"Bipolar Disorders",224
"Biotropica",7
"Biotechnology for Biofuels and Bioproducts",134
"Biotechnology for Biofuels",1644
"Biotechnology and Bioprocess Engineering",17
"Biotechnology and Bioengineering",1957
"Biotechnology and Applied Biochemistry",830
"Biotechnology Reports",605
"Biotechnology Progress",505
"Biotechnology Letters",1250
"Biotechnology Journal",471
"Biotechnology Advances",802
"Biostatistics",113
"Biosensors and Bioelectronics: X",15
"Biosensors and Bioelectronics",5627
"Biosensors",2151
"Biosemiotics",11
"Bioscience, Biotechnology and Biochemistry",1
"Bioscience of Microbiota, Food and Health",150
"Bioscience Reports",1663
"Biosafety and Health",71
"Bioresources and Bioprocessing",57
"Bioresource Technology Reports",7
"Bioresource Technology",11412
"Bioprocess and Biosystems Engineering",1243
"Bioprinting",1
"Biopolymers",223
"Biophysics and physicobiology",219
"Biophysics (Russian Federation)",7
"Biophysical Reviews",522
"Biophysical Reports",51
"Biophysical Journal",2194
"Biophysical Chemistry",640
"Biopharmaceutics and Drug Disposition",198
"Bioorganic and Medicinal Chemistry Letters",4415
"Bioorganic and Medicinal Chemistry",3333
"Bioorganic Chemistry",3975
"Biomolecules and Therapeutics",84
"Biomolecules",6326
"Biomolecular NMR Assignments",434
"Biomolecular Detection and Quantification",50
"Biomolecular Concepts",105
"Biomimetics",462
"Biomicrofluidics",745
"Biometrics",1000
"Biometrical Journal",604
"Biomedicines",5708
"Biomedical papers of the Medical Faculty of the University Palacky&amp;#x0301;, Olomouc, Czechoslovakia",379
"Biomedical Signal Processing and Control",87
"Biomedical Reports",950
"Biomedical Physics and Engineering Express",393
"Biomedical Optics Express",3121
"Biomedical Materials (Bristol)",344
"Biomedical Journal",442
"Biomedical Engineering Letters",227
"Biomedical Chromatography",1764
"Biomechanics and Modeling in Mechanobiology",871
"Biomaterials Advances",511
"Biomaterials",3673
"Biomass Conversion and Biorefinery",45
"Biomarker Research",327
"Biomarker Insights",118
"Biology of the Cell",168
"Biology of Sport",425
"Biology of Sex Differences",400
"Biology of Reproduction",199
"Biology and Philosophy",29
"Biology and Fertility of Soils",7
"Biology Open",142
"Biology Methods and Protocols",114
"Biology Letters",64
"Biology Direct",229
"Biology Bulletin",3
"Biology",3690
"Biologics: Targets and Therapy",76
"Biologicals",416
"Biological Trace Element Research",2776
"Biological Theory",8
"Biological Research",329
"Biological Psychology",1004
"Biological Psychiatry: Cognitive Neuroscience and Neuroimaging",615
"Biological Psychiatry",1137
"Biological Procedures Online",146
"Biological Journal of the Linnean Society",7
"Biological Invasions",35
"Biological Cybernetics",219
"Biological Chemistry",210
"Biologia Futura",159
"Biologia (Poland)",38
"Bioinspiration and Biomimetics",302
"Bioinformatics and Biology Insights",148
"Bioinformatics",1600
"Biogerontology",341
"Biogeochemistry",24
"Biofilm",84
"Biofabrication",261
"Bioethics",539
"Bioengineering and Translational Medicine",257
"Bioengineering",1415
"Bioenergy Research",13
"Bioelectromagnetics",323
"Bioelectrochemistry",1070
"Biodiversity and Conservation",25
"Biodiversity Data Journal",903
"Biodegradation",250
"Biochip Journal",27
"Biochimie",1449
"Biochimica et Biophysica Acta - Reviews on Cancer",577
"Biochimica et Biophysica Acta - Proteins and Proteomics",709
"Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids",888
"Biochimica et Biophysica Acta - Molecular Cell Research",1089
"Biochimica et Biophysica Acta - General Subjects",1377
"Biochimica et Biophysica Acta - Gene Regulatory Mechanisms",523
"Biochimica et Biophysica Acta - Biomembranes",1365
"Biochimica et Biophysica Acta - Bioenergetics",599
"Biochemistry and Molecular Biology Education",542
"Biochemistry and Biophysics Reports",1151
"Biochemistry (Moscow) Supplement Series B: Biomedical Chemistry",10
"Biochemistry (Moscow) Supplement Series A: Membrane and Cell Biology",3
"Biochemical and Biophysical Research Communications",6015
"Biochemical Society Transactions",325
"Biochemical Pharmacology",2447
"Biochemical Journal",716
"Biochemical Genetics",529
"Biochemical Engineering Journal",7
"Biochemia Medica",127
"Biochar",4
"Biocatalysis and Agricultural Biotechnology",9
"Bioactive Materials",1184
"BioTechniques",125
"BioTech",85
"BioSystems",745
"BioScience",1
"BioPsychoSocial Medicine",171
"BioMetals",489
"BioMedicine (Taiwan)",160
"BioMedical Engineering Online",819
"BioImpacts",208
"BioFactors",516
"BioEssays",317
"BioData Mining",212
"BioControl",3
"Bio-protocol",1786
"Bio-Design and Manufacturing",16
"Big Earth Data",1
"Best Practice and Research in Clinical Rheumatology",117
"Best Practice and Research in Clinical Obstetrics and Gynaecology",431
"Best Practice and Research in Clinical Haematology",138
"Beni-Suef University Journal of Basic and Applied Sciences",46
"Beitrage zur Algebra und Geometrie",1
"Beilstein Journal of Organic Chemistry",1756
"Beilstein Journal of Nanotechnology",1371
"Behavioural Processes",1213
"Behavioural Neurology",366
"Behavioural Brain Research",3541
"Behaviour Research and Therapy",867
"Behavioral and Brain Functions",108
"Behavioral Sciences and the Law",250
"Behavioral Sciences",1195
"Behavioral Ecology and Sociobiology",95
"Behavioral Ecology",142
"Behavior Therapy",558
"Behavior Research Methods",2
"Behavior Genetics",273
"Baylor University Medical Center Proceedings",151
"Batteries",1
"Basic and Clinical Pharmacology and Toxicology",919
"Basic and Clinical Neuroscience",238
"Basic and Clinical Andrology",135
"Basic Research in Cardiology",388
"Banach Journal of Mathematical Analysis",1
"Balkan Medical Journal",147
"Bailliere's Best Practice and Research in Clinical Gastroenterology",269
"BMJ Surgery, Interventions, and Health Technologies",63
"BMJ Supportive and Palliative Care",972
"BMJ Simulation and Technology Enhanced Learning",108
"BMJ Sexual and Reproductive Health",240
"BMJ Quality and Safety",636
"BMJ Paediatrics Open",478
"BMJ Open Sport and Exercise Medicine",54
"BMJ Open Science",20
"BMJ Open Respiratory Research",153
"BMJ Open Quality",361
"BMJ Open Ophthalmology",305
"BMJ Open Gastroenterology",186
"BMJ Open Diabetes Research and Care",341
"BMJ Nutrition, Prevention and Health",131
"BMJ Neurology Open",77
"BMJ Military Health",374
"BMJ Leader",42
"BMJ Innovations",34
"BMJ Global Health",909
"BMJ Evidence-Based Medicine",3
"BMC psychology",864
"BMC pharmacology &amp; toxicology",553
"BMC Zoology",2
"BMC Women's Health",1709
"BMC Veterinary Research",2819
"BMC Urology",1002
"BMC Systems Biology",245
"BMC Surgery",1713
"BMC Structural Biology",47
"BMC Sports Science, Medicine and Rehabilitation",555
"BMC Rheumatology",282
"BMC Research Notes",4312
"BMC Pulmonary Medicine",2015
"BMC Public Health",11391
"BMC Psychiatry",3571
"BMC Primary Care",308
"BMC Pregnancy and Childbirth",4228
"BMC Plant Biology",3146
"BMC Physiology",18
"BMC Pediatrics",3104
"BMC Palliative Care",999
"BMC Oral Health",2386
"BMC Ophthalmology",2455
"BMC Obesity",147
"BMC Nutrition",477
"BMC Nursing",967
"BMC Neuroscience",488
"BMC Neurology",2396
"BMC Nephrology",2697
"BMC Musculoskeletal Disorders",5029
"BMC Molecular and Cell Biology",243
"BMC Molecular Biology",81
"BMC Microbiology",1992
"BMC Medicine",1816
"BMC Medical Research Methodology",1618
"BMC Medical Informatics and Decision Making",1519
"BMC Medical Imaging",817
"BMC Medical Genomics",969
"BMC Medical Genetics",887
"BMC Medical Ethics",741
"BMC Medical Education",3255
"BMC International Health and Human Rights",165
"BMC Infectious Diseases",6343
"BMC Immunology",380
"BMC Hematology",89
"BMC Health Services Research",7241
"BMC Geriatrics",3333
"BMC Genomics",6062
"BMC Genomic Data",135
"BMC Gastroenterology",2096
"BMC Endocrine Disorders",1106
"BMC Emergency Medicine",662
"BMC Ecology and Evolution",266
"BMC Ear, Nose and Throat Disorders",38
"BMC Developmental Biology",145
"BMC Dermatology",82
"BMC Complementary Medicine and Therapies",962
"BMC Clinical Pathology",37
"BMC Chemistry",377
"BMC Cardiovascular Disorders",2573
"BMC Cancer",8083
"BMC Biotechnology",516
"BMC Biophysics",19
"BMC Biology",1034
"BMC Bioinformatics",3175
"BMC Biochemistry",49
"BMC Anesthesiology",1698
"BJU International",128
"BJS open",288
"BJPsych Open",175
"BJPsych International",6
"BJOG: An International Journal of Obstetrics and Gynaecology",333
"BJGP Open",385
"BJA Education",18
"BIT Numerical Mathematics",6
"BDJ Open",158
"BBA Advances",1
"Autopsy and Case Reports",75
"Autonomous Robots",9
"Autonomic Neuroscience: Basic and Clinical",522
"Automotive Innovation",1
"Automated Software Engineering",2
"Autoimmunity Reviews",179
"Autoimmunity Highlights",66
"Autoimmune Diseases",41
"Autism Research",1068
"Australian and New Zealand Journal of Public Health",583
"Australian and New Zealand Journal of Obstetrics and Gynaecology",753
"Australian Veterinary Journal",233
"Australian Psychologist",1
"Australian Occupational Therapy Journal",171
"Australian Journal of Rural Health",312
"Australian Journal of Psychology",3
"Australian Journal of Primary Health",91
"Australian Journal of Agricultural and Resource Economics",6
"Australian Health Review",33
"Australian Endodontic Journal",198
"Australian Economic Review",1
"Australian Economic Papers",2
"Australian Dental Journal",31
"Australian Critical Care",502
"Australasian Psychiatry",2
"Australasian Plant Pathology",1
"Australasian Journal on Ageing",376
"Australasian Journal of Ultrasound in Medicine",30
"Australasian Journal of Dermatology",563
"Australasian Emergency Care",221
"Auris Nasus Larynx",1036
"Audiology and Neuro-Otology",312
"Audiology Research",164
"Atmospheric Science Letters",5
"Atmospheric Environment: X",3
"Atmospheric Environment",38
"Atherosclerosis Plus",2
"Atherosclerosis",2013
"Atencion Primaria",457
"Astrophysics and Space Science",5
"Assessment in Education: Principles, Policy and Practice",1
"Asian journal of endoscopic surgery",449
"Asian Spine Journal",846
"Asian Social Work and Policy Review",10
"Asian Population Studies",1
"Asian Pacific Journal of Tropical Medicine",366
"Asian Pacific Journal of Tropical Biomedicine",3
"Asian Pacific Island Nursing Journal",2
"Asian Nursing Research",291
"Asian Journal of Urology",287
"Asian Journal of Transfusion Science",86
"Asian Journal of Surgery",808
"Asian Journal of Sports Medicine",52
"Asian Journal of Social Science",2
"Asian Journal of Social Psychology",8
"Asian Journal of Psychiatry",1140
"Asian Journal of Pharmaceutical Sciences",358
"Asian Journal of Criminology",11
"Asian Journal of Anesthesiology",17
"Asian Cardiovascular and Thoracic Annals",1
"Asian Bioethics Review",139
"Asia-Pacific Psychiatry",169
"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",124
"Asia-Pacific Journal of Ophthalmology",56
"Asia-Pacific Journal of Oncology Nursing",226
"Asia-Pacific Journal of Clinical Oncology",710
"Asia-Pacific Journal of Atmospheric Sciences",5
"Asia Pacific Viewpoint",1
"Asia Pacific Family Medicine",21
"Asia Pacific Allergy",166
"Arts in Psychotherapy",11
"Arts and Health",2
"Artificial Organs",994
"Artificial Life and Robotics",8
"Artificial Intelligence in Medicine",688
"Arthroscopy, Sports Medicine, and Rehabilitation",577
"Arthroscopy Techniques",1969
"Arthroscopy - Journal of Arthroscopic and Related Surgery",1805
"Arthropod Structure and Development",359
"Arthroplasty Today",624
"Arthroplasty",143
"Arthritis and Rheumatology",1210
"Arthritis Research and Therapy",1867
"Arthritis Care and Research",1065
"Artery Research",2
"Arteriosclerosis, Thrombosis, and Vascular Biology",596
"Array",5
"Arquivos de Neuro-Psiquiatria",111
"Arquivos de Gastroenterologia",117
"Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery",299
"Arquivos Brasileiros de Oftalmologia",232
"Arquivos Brasileiros de Cardiologia",386
"Arhiv za Higijenu Rada i Toksikologiju",87
"Area",6
"Archivum Immunologiae et Therapiae Experimentalis",258
"Archivos de prevencio&amp;#x0301;n de riesgos laborales",38
"Archivos de la Sociedad Espanola de Oftalmologia",224
"Archivos de Bronconeumologia",303
"Archivos Argentinos de Pediatria",132
"Archivio Italiano di Urologia Andrologia",436
"Archives of endocrinology and metabolism",228
"Archives of Women's Mental Health",572
"Archives of Virology",2721
"Archives of Toxicology",1477
"Archives of Sexual Behavior",1390
"Archives of Rheumatology",361
"Archives of Razi Institute",329
"Archives of Public Health",815
"Archives of Psychiatric Nursing",664
"Archives of Plastic Surgery",618
"Archives of Physiotherapy",122
"Archives of Physical Medicine and Rehabilitation",1780
"Archives of Pharmacal Research",676
"Archives of Orthopaedic and Trauma Surgery",1154
"Archives of Microbiology",2119
"Archives of Medical Science",1231
"Archives of Iranian Medicine",525
"Archives of Insect Biochemistry and Physiology",335
"Archives of Gynecology and Obstetrics",2450
"Archives of Environmental Contamination and Toxicology",690
"Archives of Disease in Childhood: Fetal and Neonatal Edition",781
"Archives of Disease in Childhood: Education and Practice Edition",523
"Archives of Disease in Childhood",1414
"Archives of Dermatological Research",804
"Archives of Craniofacial Surgery",268
"Archives of Computational Methods in Engineering",55
"Archives of Clinical Neuropsychology",21
"Archives of Cardiovascular Diseases",490
"Archives of Biochemistry and Biophysics",1681
"Archives de Pediatrie",846
"Archive of Applied Mechanics",2
"Archive for Rational Mechanics and Analysis",17
"Archive for Mathematical Logic",3
"Archiv der Pharmazie",774
"Archiv der Mathematik",4
"Archaeometry",8
"Archaeological and Anthropological Sciences",30
"Archaeological Prospection",3
"Archaea",74
"Arabian Journal of Mathematics",2
"Arabian Journal of Chemistry",25
"Arabian Journal for Science and Engineering",90
"Arab Journal of Urology",192
"Arab Journal of Gastroenterology",278
"Aquatic Toxicology",1702
"Aquatic Sciences",8
"Aquatic Geochemistry",3
"Aquatic Ecology",4
"Aquatic Conservation: Marine and Freshwater Ecosystems",3
"Aquaculture Reports",1
"Aquaculture Nutrition",1
"Aquaculture International",18
"Applied and Environmental Microbiology",2466
"Applied Water Science",13
"Applied Vegetation Science",2
"Applied Thermal Engineering",4
"Applied Stochastic Models in Business and Industry",1
"Applied Spectroscopy",129
"Applied Spatial Analysis and Policy",28
"Applied Soft Computing Journal",132
"Applied Research in Quality of Life",59
"Applied Radiation and Isotopes",2731
